@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 64\nSize of the tree: 71\n','Number of leaves: 82\nSize of the tree: 91\n','Number of leaves: 73\nSize of the tree: 81\n','Number of leaves: 55\nSize of the tree: 61\n','Number of leaves: 91\nSize of the tree: 101\n','Number of leaves: 100\nSize of the tree: 111\n','Number of leaves: 109\nSize of the tree: 121\n','Number of leaves: 118\nSize of the tree: 131\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 21\nSize of the tree: 41\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',1,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,13,9,0,59.090909,40.909091,0,0.461957,0.122244,0.325514,56.865519,98.624865,50.496248,6455.310074,-6404.813826,2.295284,293.423185,-291.127901,25.214343,1.146106,49.933101,0.571429,4,0.266667,4,0.733333,11,0.428571,3,0.5,0.571429,0.533333,0.295084,0.704762,0.452658,0.590909,0.14116,0.85884,0.409091,0.587121,0.590909,0.573293,0.442443,0.743057,0.538759,0.556532,0.590909,0.005,0.001,0.01,0,10,0,17137,18151,3701,68.181818,19.480519,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',1,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,17,4,0,80.952381,19.047619,0,0.73913,0.068259,0.211496,32.088554,64.836114,46.480972,1086.985153,-1040.504182,2.21338,51.761198,-49.547818,33.013353,1.572064,71.025523,0.857143,6,0.071429,1,0.928571,13,0.142857,1,0.857143,0.857143,0.857143,0.785714,0.954082,0.866419,0.809524,0.079365,0.920635,0.190476,?,0.809524,?,?,0.918845,0.789071,?,0.809524,0.003,0,0,0,0,0,16573,18236,3616,90.47619,23.809524,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',1,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.401899,0.126642,0.31069,59.534299,95.245028,46.480972,5382.694979,-5336.214008,2.21338,256.318809,-254.105429,18.022745,0.858226,38.774459,0.571429,4,0.357143,5,0.642857,9,0.428571,3,0.444444,0.571429,0.5,0.204124,0.72449,0.497114,0.571429,0.160819,0.839181,0.428571,?,0.571429,?,?,0.781238,0.567763,?,0.571429,0.003,0,0,0,0,0,16009,18236,3616,76.190476,23.809524,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',1,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,10,11,0,47.619048,52.380952,0,0.268987,0.14759,0.366313,69.381881,112.296884,46.480972,8600.291039,-8553.810067,2.21338,409.537669,-407.324289,15.594314,0.742586,33.549888,0.714286,5,0.5,7,0.5,7,0.285714,2,0.416667,0.714286,0.526316,0.204124,0.642857,0.436508,0.47619,0.224311,0.775689,0.52381,?,0.47619,?,?,0.665951,0.466467,?,0.47619,0.004,0,0,0,0,0,18265,18236,3616,61.904762,19.727891,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',1,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.407524,0.125411,0.334344,59.855044,104.263484,44.430294,7524.984638,-7480.554343,2.115728,358.332602,-356.216873,20.885455,0.994545,47.00724,0.428571,3,0.285714,4,0.714286,10,0.571429,4,0.428571,0.428571,0.428571,0.142857,0.556122,0.372449,0.571429,0.1721,0.8279,0.428571,?,0.571429,?,?,0.683359,0.512585,?,0.571429,0.004,0,0.01,0,10,0,18265,18236,3616,66.666667,21.088435,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',1,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,15,6,0,71.428571,28.571429,0,0.585526,0.091231,0.253842,43.542144,79.159142,44.430294,2160.097396,-2115.667101,2.115728,102.861781,-100.746052,29.241971,1.392475,65.815389,0.714286,5,0.142857,2,0.857143,12,0.285714,2,0.714286,0.714286,0.714286,0.571429,0.785714,0.605442,0.714286,0.164835,0.835165,0.285714,?,0.714286,?,?,0.858974,0.746632,?,0.714286,0.004,0,0,0,0,0,16573,18236,3616,90.47619,25.170068,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',1,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,13,8,0,61.904762,38.095238,0,0.458065,0.132181,0.294532,63.086325,91.848293,44.430294,3239.887704,-3195.45741,2.115728,154.280367,-152.164639,21.610196,1.029057,48.638426,1,7,0.428571,6,0.571429,8,0,0,0.538462,1,0.7,0.5547,0.785714,0.538462,0.619048,0.180098,0.819902,0.380952,?,0.619048,?,?,0.732662,0.511582,?,0.619048,0.002,0,0,0,0,0,12625,18236,3616,85.714286,32.653061,'Number of leaves: 17\nSize of the tree: 33\n',33,17,17
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',2,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,15,7,0,68.181818,31.818182,0,0.563739,0.093149,0.250271,44.012335,77.163743,48.002519,2159.703965,-2111.701447,2.181933,98.168362,-95.986429,32.524255,1.478375,67.755308,0.428571,3,0.133333,2,0.866667,13,0.571429,4,0.6,0.428571,0.5,0.328139,0.771429,0.521245,0.681818,0.150866,0.849134,0.318182,?,0.681818,?,?,0.847078,0.729212,?,0.681818,0.004,0.001,0,0,0,0,19393,18151,3701,90.909091,25.324675,'Number of leaves: 29\nSize of the tree: 57\n',57,29,29
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',2,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,18,4,0,81.818182,18.181818,0,0.75419,0.072984,0.214277,34.484651,66.065846,48.002519,2157.095297,-2109.092778,2.181933,98.049786,-95.867854,34.88829,1.585831,72.680123,0.857143,6,0.2,3,0.8,12,0.142857,1,0.666667,0.857143,0.75,0.622532,0.833333,0.616883,0.818182,0.068182,0.931818,0.181818,0.848485,0.818182,0.823052,0.760839,0.891126,0.774564,0.85119,0.818182,0.003,0,0.01,0,10,0,14317,18151,3701,90.909091,23.376623,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',2,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,12,10,0,54.545455,45.454545,0,0.405405,0.13482,0.317014,63.701529,97.741865,48.002519,3244.723009,-3196.720491,2.181933,147.48741,-145.305477,20.567638,0.934893,42.846998,0.857143,6,0.133333,2,0.866667,13,0.142857,1,0.75,0.857143,0.8,0.700826,0.9,0.705495,0.545455,0.119264,0.880736,0.454545,?,0.545455,?,?,0.812771,0.614696,?,0.545455,0.003,0,0,0,0,0,13189,18151,3701,86.363636,29.220779,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',2,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,15,7,0,68.181818,31.818182,0,0.549708,0.108932,0.278383,51.469838,85.831185,48.002519,3239.635042,-3191.632524,2.181933,147.256138,-145.074206,25.712888,1.168768,53.565705,0.857143,6,0.333333,5,0.666667,10,0.142857,1,0.545455,0.857143,0.666667,0.48795,0.828571,0.642857,0.681818,0.158009,0.841991,0.318182,?,0.681818,?,?,0.806494,0.639052,?,0.681818,0.003,0,0,0,0,0,15445,18151,3701,81.818182,25.974026,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',2,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.353846,0.133875,0.341584,64.019591,106.759207,43.687682,4316.126698,-4272.439016,2.080366,205.529843,-203.449477,18.729221,0.891868,42.870713,0.285714,2,0.214286,3,0.785714,11,0.714286,5,0.4,0.285714,0.333333,0.079057,0.55102,0.390476,0.52381,0.174378,0.825622,0.47619,?,0.52381,?,?,0.729172,0.548191,?,0.52381,0.003,0,0,0,0,0,17137,18236,3616,76.190476,20.408163,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',2,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,13,8,0,61.904762,38.095238,0,0.495495,0.110292,0.280115,52.40103,86.905727,45.610762,2164.875093,-2119.264332,2.171941,103.08929,-100.917349,25.72402,1.224953,56.399015,0.714286,5,0.214286,3,0.785714,11,0.285714,2,0.625,0.714286,0.666667,0.485363,0.821429,0.696429,0.619048,0.112888,0.887112,0.380952,0.703571,0.619048,0.647131,0.526669,0.852834,0.735761,0.630342,0.619048,0.003,0,0.01,0,10,0,13753,18236,3616,90.47619,25.85034,'Number of leaves: 19\nSize of the tree: 37\n',37,19,19
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',2,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,13,8,0,61.904762,38.095238,0,0.487805,0.108924,0.299886,51.139874,91.803515,46.924024,4308.713268,-4261.789244,2.234477,205.176822,-202.942345,25.97705,1.237002,55.359808,0.428571,3,0.142857,2,0.857143,12,0.571429,4,0.6,0.428571,0.5,0.316228,0.739796,0.516667,0.619048,0.142857,0.857143,0.380952,?,0.619048,?,?,0.792234,0.580556,?,0.619048,0.003,0,0,0,0,0,15445,18236,3616,80.952381,22.44898,'Number of leaves: 22\nSize of the tree: 43\n',43,22,22
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',2,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.429003,0.121866,0.308008,57.21586,94.289705,46.924024,3240.121997,-3193.197973,2.234477,154.291524,-152.057046,23.03396,1.096855,49.087776,0.571429,4,0.142857,2,0.857143,12,0.428571,3,0.666667,0.571429,0.615385,0.447214,0.877551,0.723485,0.571429,0.145238,0.854762,0.428571,?,0.571429,?,?,0.81884,0.598012,?,0.571429,0.003,0,0.01,0,10,0,13189,18236,3616,85.714286,26.530612,'Number of leaves: 18\nSize of the tree: 35\n',35,18,18
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',2,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,15,6,0,71.428571,28.571429,0,0.60625,0.103277,0.27122,48.550196,83.145031,46.480972,4305.594409,-4259.113437,2.21338,205.028305,-202.814926,23.280026,1.108573,50.085067,0.714286,5,0.071429,1,0.928571,13,0.285714,2,0.833333,0.714286,0.769231,0.67082,0.852041,0.8,0.714286,0.08939,0.91061,0.285714,?,0.714286,?,?,0.836606,0.687793,?,0.714286,0.003,0,0,0,0,0,17701,18236,3616,80.952381,24.489796,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',2,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,15,6,0,71.428571,28.571429,0,0.609907,0.081028,0.249397,38.091177,76.455116,46.480972,1089.095172,-1042.6142,2.21338,51.861675,-49.648295,32.585523,1.551692,70.105081,0.714286,5,0.285714,4,0.714286,10,0.285714,2,0.555556,0.714286,0.625,0.408248,0.80102,0.639286,0.714286,0.12406,0.87594,0.285714,0.701058,0.714286,0.702839,0.590876,0.904851,0.800397,0.732372,0.714286,0.004,0,0,0,0,0,18265,18236,3616,95.238095,21.088435,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',3,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,17,5,0,77.272727,22.727273,0,0.689266,0.073503,0.247146,34.729717,76.200245,48.002519,4300.084666,-4252.082147,2.181933,195.458394,-193.276461,33.00543,1.500247,68.757705,1,7,0.2,3,0.8,12,0,0,0.7,1,0.823529,0.748331,0.909524,0.717347,0.772727,0.091775,0.908225,0.227273,?,0.772727,?,?,0.841558,0.691539,?,0.772727,0.004,0,0,0,0,0,18829,18151,3701,81.818182,18.181818,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',3,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,15,7,0,68.181818,31.818182,0,0.572222,0.095421,0.274957,44.891894,84.365919,49.182986,3235.653987,-3186.471,2.23559,147.075181,-144.839591,28.910682,1.314122,58.781877,0.857143,6,0.266667,4,0.733333,11,0.142857,1,0.6,0.857143,0.705882,0.55234,0.852381,0.693074,0.681818,0.098485,0.901515,0.318182,?,0.681818,?,?,0.878734,0.708609,?,0.681818,0.003,0,0.01,0,10,0,17701,18151,3701,86.363636,22.077922,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',3,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,16,6,0,72.727273,27.272727,0,0.630252,0.096864,0.274696,45.058952,83.227881,50.496248,3238.879542,-3188.383294,2.295284,147.221797,-144.926513,29.448173,1.338553,58.317546,0.714286,5,0.133333,2,0.866667,13,0.285714,2,0.714286,0.714286,0.714286,0.580952,0.785714,0.59098,0.727273,0.110606,0.889394,0.272727,?,0.727273,?,?,0.793939,0.603599,?,0.727273,0.002,0.001,0,0,0,0,14317,18151,3701,77.272727,22.077922,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',3,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,15,7,0,68.181818,31.818182,0,0.571031,0.087963,0.262084,40.918737,79.406673,50.496248,4302.710425,-4252.214177,2.295284,195.577747,-193.282463,35.743677,1.624713,70.784818,0.714286,5,0.333333,5,0.666667,10,0.285714,2,0.5,0.714286,0.588235,0.356348,0.785714,0.741703,0.681818,0.148485,0.851515,0.318182,0.734848,0.681818,0.689031,0.566783,0.852652,0.754965,0.778381,0.681818,0.003,0,0,0,0,0,18829,18151,3701,81.818182,20.12987,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',3,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,16,5,0,76.190476,23.809524,0,0.669811,0.075949,0.224524,35.703466,68.829916,46.480972,2156.945122,-2110.46415,2.21338,102.711672,-100.498293,31.588909,1.504234,67.960948,0.571429,4,0.071429,1,0.928571,13,0.428571,3,0.8,0.571429,0.666667,0.553399,0.841837,0.704762,0.761905,0.119048,0.880952,0.238095,?,0.761905,?,?,0.89044,0.748475,?,0.761905,0.003,0,0,0,0,0,16009,18236,3616,90.47619,23.809524,'Number of leaves: 23\nSize of the tree: 45\n',45,23,23
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',3,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.411215,0.133258,0.32432,62.644352,99.423589,46.480972,5383.598325,-5337.117353,2.21338,256.361825,-254.148445,20.381093,0.970528,43.848251,0.571429,4,0.357143,5,0.642857,9,0.428571,3,0.444444,0.571429,0.5,0.204124,0.673469,0.426417,0.571429,0.179616,0.820384,0.428571,?,0.571429,?,?,0.707901,0.512604,?,0.571429,0.003,0,0,0,0,0,14881,18236,3616,76.190476,25.85034,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',3,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,15,6,0,71.428571,28.571429,0,0.594855,0.076509,0.256314,36.515433,79.93006,44.430294,2160.103889,-2115.673595,2.115728,102.86209,-100.746362,30.468884,1.450899,68.576823,0.428571,3,0.071429,1,0.928571,13,0.571429,4,0.75,0.428571,0.545455,0.428746,0.872449,0.797619,0.714286,0.148962,0.851038,0.285714,?,0.714286,?,?,0.914504,0.829252,?,0.714286,0.004,0,0.01,0,10,0,19393,18236,3616,90.47619,18.367347,'Number of leaves: 29\nSize of the tree: 57\n',57,29,29
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',3,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,15,6,0,71.428571,28.571429,0,0.622754,0.096372,0.286205,45.995671,89.251387,44.430294,5374.173144,-5329.74285,2.115728,255.913007,-253.797279,26.572311,1.265348,59.806741,0.571429,4,0,0,1,14,0.428571,3,1,0.571429,0.727273,0.685994,0.841837,0.785714,0.714286,0.046764,0.953236,0.285714,?,0.714286,?,?,0.857149,0.715703,?,0.714286,0.003,0,0,0,0,0,18265,18236,3616,76.190476,17.006803,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',3,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.311475,0.133881,0.34854,63.897908,108.690361,44.430294,8598.328822,-8553.898528,2.115728,409.44423,-407.328501,18.151692,0.864366,40.854314,0.714286,5,0.214286,3,0.785714,11,0.285714,2,0.625,0.714286,0.666667,0.485363,0.72449,0.494048,0.52381,0.201343,0.798657,0.47619,?,0.52381,?,?,0.69111,0.456633,?,0.52381,0.004,0,0.01,0,10,0,18265,18236,3616,57.142857,17.006803,'Number of leaves: 27\nSize of the tree: 53\n',53,27,27
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',3,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,18,3,0,85.714286,14.285714,0,0.8,0.059138,0.17581,28.2802,54.948039,43.687682,10.456009,33.231673,2.080366,0.497905,1.582461,34.042159,1.621055,77.921642,0.857143,6,0.071429,1,0.928571,13,0.142857,1,0.857143,0.857143,0.857143,0.785714,0.954082,0.866213,0.857143,0.058126,0.941874,0.142857,0.873016,0.857143,0.857143,0.802772,0.966213,0.901266,0.866429,0.857143,0.003,0,0,0,0,0,14317,18236,3616,100,26.530612,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',4,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,12,10,0,54.545455,45.454545,0,0.39726,0.125416,0.33241,59.258502,102.488791,48.002519,6456.537542,-6408.535023,2.181933,293.478979,-291.297047,21.43353,0.974251,44.650844,0.714286,5,0.333333,5,0.666667,10,0.285714,2,0.5,0.714286,0.588235,0.356348,0.747619,0.50974,0.545455,0.129039,0.870961,0.454545,0.659091,0.545455,0.565954,0.455749,0.774322,0.592011,0.486928,0.545455,0.004,0,0.01,0,10,0,17137,18151,3701,72.727273,20.779221,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',4,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,16,6,0,72.727273,27.272727,0,0.614035,0.091596,0.27007,43.278488,83.268171,48.002519,4304.657798,-4256.655279,2.181933,195.666264,-193.484331,27.813228,1.264238,57.941185,1,7,0.333333,5,0.666667,10,0,0,0.583333,1,0.736842,0.62361,0.804762,0.547619,0.727273,0.132035,0.867965,0.272727,?,0.727273,?,?,0.790963,0.616529,?,0.727273,0.003,0,0,0,0,0,18829,18151,3701,81.818182,21.428571,'Number of leaves: 28\nSize of the tree: 55\n',55,28,28
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',4,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,14,8,0,63.636364,36.363636,0,0.47929,0.104594,0.261874,49.41989,80.741183,48.002519,2163.907982,-2115.905464,2.181933,98.359454,-96.177521,24.500656,1.113666,51.040355,0.428571,3,0.066667,1,0.933333,14,0.571429,4,0.75,0.428571,0.545455,0.437042,0.933333,0.848485,0.636364,0.162805,0.837195,0.363636,?,0.636364,?,?,0.882396,0.714267,?,0.636364,0.002,0.001,0,0,0,0,17137,18151,3701,90.909091,25.974026,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',4,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,192,22,14,8,0,63.636364,36.363636,0,0.50838,0.105932,0.286645,50.052509,88.378376,48.002519,4306.325566,-4258.323047,2.181933,195.742071,-193.560139,28.876174,1.312553,60.155539,0.571429,4,0.333333,5,0.666667,10,0.428571,3,0.444444,0.571429,0.5,0.225555,0.657143,0.441558,0.636364,0.162554,0.837446,0.363636,0.656566,0.636364,0.63961,0.480225,0.780682,0.617867,0.761905,0.636364,0.002,0,0,0,0,0,17137,18151,3701,81.818182,21.428571,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',4,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,12,9,0,57.142857,42.857143,0,0.37,0.122709,0.304608,58.679798,95.202775,43.687682,3239.404322,-3195.716639,2.080366,154.257349,-152.176983,19.042402,0.906781,43.587577,0.714286,5,0.142857,2,0.857143,12,0.285714,2,0.714286,0.714286,0.714286,0.571429,0.933673,0.892857,0.571429,0.223443,0.776557,0.428571,?,0.571429,?,?,0.783088,0.654185,?,0.571429,0.003,0,0,0,0,0,16573,18236,3616,85.714286,25.170068,'Number of leaves: 24\nSize of the tree: 47\n',47,24,24
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',4,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,15,6,0,71.428571,28.571429,0,0.597444,0.094324,0.255094,44.814626,79.142967,45.610762,2160.892802,-2115.282041,2.171941,102.899657,-100.727716,29.918887,1.424709,65.596114,0.714286,5,0.285714,4,0.714286,10,0.285714,2,0.555556,0.714286,0.625,0.408248,0.714286,0.531746,0.714286,0.153846,0.846154,0.285714,?,0.714286,?,?,0.832967,0.672997,?,0.714286,0.002,0.001,0,0,0,0,14317,18236,3616,90.47619,25.170068,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',4,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,11,10,0,52.380952,47.619048,0,0.351852,0.128073,0.325854,60.129884,99.752935,46.924024,6454.264135,-6407.340111,2.234477,307.345911,-305.111434,25.589742,1.218559,54.534415,0.714286,5,0.214286,3,0.785714,11,0.285714,2,0.625,0.714286,0.666667,0.485363,0.918367,0.883333,0.52381,0.195238,0.804762,0.47619,?,0.52381,?,?,0.746259,0.665646,?,0.52381,0.002,0,0,0,0,0,17701,18236,3616,66.666667,19.727891,'Number of leaves: 26\nSize of the tree: 51\n',51,26,26
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,13,8,0,61.904762,38.095238,0,0.508772,0.101587,0.299696,47.695092,91.745169,46.924024,5375.957234,-5329.03321,2.234477,255.997964,-253.763486,25.093213,1.194915,53.476261,0.428571,3,0.071429,1,0.928571,13,0.571429,4,0.75,0.428571,0.545455,0.428746,0.846939,0.673469,0.619048,0.078571,0.921429,0.380952,?,0.619048,?,?,0.834864,0.64966,?,0.619048,0.002,0,0,0,0,0,17137,18236,3616,76.190476,17.006803,'Number of leaves: 25\nSize of the tree: 49\n',49,25,25
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,15,6,0,71.428571,28.571429,0,0.603774,0.088442,0.266746,41.576396,81.773623,46.480972,3234.059044,-3187.578072,2.21338,154.002812,-151.789432,29.51806,1.405622,63.505687,0.714286,5,0.214286,3,0.785714,11,0.285714,2,0.625,0.714286,0.666667,0.485363,0.780612,0.63141,0.714286,0.142857,0.857143,0.285714,?,0.714286,?,?,0.811583,0.657125,?,0.714286,0.002,0,0,0,0,0,14317,18236,3616,80.952381,22.44898,'Number of leaves: 20\nSize of the tree: 39\n',39,20,20
'Glass_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1',4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20191005.0053,193,21,15,6,0,71.428571,28.571429,0,0.609907,0.09248,0.254677,43.47486,78.073701,46.480972,3233.204589,-3186.723617,2.21338,153.962123,-151.748744,29.041481,1.382928,62.480366,0.857143,6,0.285714,4,0.714286,10,0.142857,1,0.6,0.857143,0.705882,0.53936,0.836735,0.680952,0.714286,0.12406,0.87594,0.285714,0.704762,0.714286,0.695612,0.595439,0.839689,0.707313,0.728758,0.714286,0.002,0,0,0,0,0,14881,18236,3616,80.952381,23.809524,'Number of leaves: 21\nSize of the tree: 41\n',41,21,21
